Nom,Adresse,Prestations,Tel,Website,page
 Neant Denis ," 17 r Villiot, 75012 PARIS"," Prestations : cuisine italienne, livraison de repas à domicile, traiteur italien", 09 53 71 92 68 , ,14
 Jeusselin ," 1 37 r Cler, 75007 PARIS"," Prestations : livraison à domicile, fait maison", 01 45 50 25 50 ,http://www.jeusselin-traiteur.com,14
 Cojean ," 55 av Franklin D Roosevelt, 75008 PARIS", Prestations : sandwicherie, 01 45 63 19 09 ,null http://www.facebook.com/pages/cojean/73414317603 http://www.facebook.com/cojeanrestaurants http://www.cojean.fr,15
 Renault Lucile ," bât 4 8 r Rampal, 75019 PARIS", , 09 51 99 24 51 , ,15
 Centre Commercial Vill'up Cite Villette ," Cité Des Sciences Et Industrie 30 av Corentin Cariou, 75019 PARIS", , 01 49 70 83 30 ,null http://www.facebook.com/villupparis http://voyageurslecteurs.fr http://villup.com,15
 Soumba Gassana ," 10 av Moderne, 75019 PARIS", , 01 84 05 20 72 , ,15
 Appart Gourmand ," 95 r Réaumur, 75002 PARIS"," Prestations : cours de cuisine, cuisine française, repas d'anniversaire, traiteur à domicile, traiteur pour anniversaire", 09 88 02 00 20 ,null http://www.facebook.com/appartgourmand http://www.appartgourmand.com,15
 Vandermeersch ," 278 av Daumesnil, 75012 PARIS", , 01 43 47 21 66 ,http://www.boulangerie-patisserie-vandermeersch.com,15
 My Kitch'n Batignolles ," 82 r Lemercier, 75017 PARIS", , 06 16 15 44 74 ,null http://www.facebook.com/mykitchn.fr http://www.mykitchn.fr,15
 L'ATELIER LIBANAIS ," 270 r Faubourg St Honoré, 75008 PARIS", , 01 42 27 41 28 , ,15
 Sacha Finkelsztajn ," 27 r Rosiers, 75004 PARIS", , 01 42 72 78 91 , ,15
 Pevele accueil ," 10 quai Charente, 75019 PARIS", , 01 44 72 45 11 , ,15
 Prestige ," 16 r Lecourbe, 75015 PARIS", , 01 56 58 28 41 , ,15
 Aux Castelblangeois ," 56 r Auteuil, 75016 PARIS", , 01 42 88 05 79 ,http://www.auxcastelblangeois.com,15
 Bon Appétit ," 79 av Parmentier, 75011 PARIS"," Prestations : traiteur chinois, boisson, vente à emporter", 01 43 57 49 69 , ,15
 Kit A Bien Manger ," 67 r Cherche Midi, 75006 PARIS", , 01 42 22 30 24 ,http://www.kitabienmanger.com,15
 Sabrina Traiteur BLACK KOSHER ," 43 av Raymond Poincaré, 75116 PARIS", , 01 42 56 79 85 ,null http://fr-fr.facebook.com/sabrinatraiteur/ http://sabrina-traiteur.com/,15
 Subway VPM Associes ," 60 av Gobelins, 75013 PARIS"," Prestations : saladerie, sandwicherie", 06 45 03 07 64 ,null http://www.facebook.com/SubwayEnFrance http://www.subway.com/fr-fr http://www.subwayfrance.fr,15
 Les Traiteurs Vendôme ," 6 r Paix, 75002 PARIS", , 01 45 45 14 13 ,http://groupevendomejoaillerie.com,15
 Mandaloune ," 90 r Didot, 75014 PARIS", Prestations : traiteur libanais, 06 03 02 93 51 ,null http://www.facebook.com/MANDALOUNE-229100027103990 http://www.facebook.com/pages/MANDALOUNE/229100027103990,15
 Doll Grégor ," 13 r Turbigo, 75002 PARIS", , 09 58 92 66 91 , ,15
 Hoff Mélodie ," 103 r Julien Lacroix, 75020 PARIS", , , ,15
 Villa Médici Da Napoli ," 11 Bis r St Placide, 75006 PARIS"," Prestations : livraison à domicile, plat à emporter", 01 42 22 51 96 , ,16
 Tonitza Carmen ," 64 r Compans, 75019 PARIS", , 09 84 34 59 40 , ,16
 Le Marrakech Du Couscous ," 85 Bis bd Magenta, 75010 PARIS"," Prestations : traiteur marocain, traiteur halal, repas d'affaire, repas d'anniversaire, organisation de réceptions, boisson, vente à emporter, livraison de repas à domicile, location de matériel de réception, location de vaisselle, location de salle, personnel de réception, cuisinier, repas végétarien, repas Végan", 06 40 46 07 71 , ,16
 Newrest Wagons-Lits France ," 87 r Charolais, 75012 PARIS", , 01 40 19 21 12 ,null http://www.cremonini.fr http://www.newrest.eu http://www.newrest.eu/pays/france,16
 Diner Club ," 66 r Jean Jacques Rousseau, 75001 PARIS", , 01 49 29 50 50 ,http://www.dinerclub.fr,16
 Cuisine d'un jour ," 17 bd St Martin, 75003 PARIS", , 01 83 62 98 86 ,http://cuisinedunjour.fr,16
 Micro Traiteur SARL ," 142 r St Honoré, 75001 PARIS"," Prestations : repas d'affaire, plateau repas, organisation de réceptions", 01 42 60 53 02 ,http://www.microtraiteur.com,16
 Lustyk ," 266 av Daumesnil, 75012 PARIS", Prestations : repas d'affaire, 01 44 87 95 49 ,null http://www.lustyk.fr http://www.facebook.com/lustyktraiteur http://www.lustyk-traiteur.com,16
 Crêperie de Pont-Aven ," 54 r Montparnasse, 75014 PARIS"," Paiement : CB, Visa, Mastercard, American Express, Titres restaurants", 01 43 22 23 74 ,null http://facebook.com/creperiedepontaven/ http://www.facebook.com/pages/Creperie-de-Pont-Aven/182270861799773 http://www.creperiedepontaven.fr/fr,16
 Pizza Amalfi ," 4 r Viala, 75015 PARIS", , 09 52 67 12 67 ,null http://www.facebook.com/pages/Pizza-Amalfi/151429158270029 http://www.pizza-amalfi.fr http://www.pizza-amalfi.fr/default.html,16
 Rosybled ," 89 r Rocher, 75008 PARIS"," Prestations : traiteur à domicile, repas d'affaire, repas d'anniversaire, organisation de réceptions", 01 45 78 88 81 ,null http://www.facebook.com/pages/Rosybled/112955769253518 http://www.mavrommatis.com,16
 Zhou Ji ," 102 bd Davout, 75020 PARIS", , 01 55 06 18 62 ,http://www.facebook.com/pages/Zhou-Ji/277769139341643,16
 Mc Donald's ," Gare Paris Montparnasse Hall 1 11 bd Vaugirard, 75015 PARIS", , 01 53 27 08 55 , ,16
 Chez Francis ," 7 pl Alma, 75008 PARIS", , 01 42 22 20 96 ,null http://www.facebook.com/pages/Chez-Francis/167565009939541 http://www.facebook.com/chezfrancisparis,16
 Les Délices De Zhou ," 98 r Raymond Losserand, 75014 PARIS", , 01 47 20 43 26 , ,16
 Chez Amalfi ," 29 r Turin, 75008 PARIS", , 01 40 44 81 59 ,http://www.restaurantamalfi.fr,16
 Collins Pierre Jacob ," 15 r Bellier Dedouvre, 75013 PARIS", , 01 45 22 12 03 , ,16
 Orphee ," A 0 5 r Delambre, 75014 PARIS"," Prestations : traiteur grec, plateau repas", 01 77 15 86 78 , ,16
 Chezmarietecoffee ," 164 r Saussure, 75017 PARIS", , 01 42 84 02 64 , ,16
 Al Dente ," 38 r Varenne, 75007 PARIS"," Prestations : animaux acceptés, climatisation, repas de groupe", 01 47 64 00 25 ,null http://www.facebook.com/SylvainLindon http://www.restaurantaldente.com,16
 Znaty Michaël ," 19 r Desbordes Valmore, 75116 PARIS", , 01 81 29 83 21 , ,17
 Au Village Italien ," 50 bd Temple, 75011 PARIS"," Prestations : traiteur italien, boisson, vente à emporter", 01 47 00 81 52 , ,17
 Bochet Romain ," 10 r Cour des Noues, 75020 PARIS", , 01 81 29 78 50 , ,17
 Aux Pipalottes Gourmandes ," 49 r Rochechouart, 75009 PARIS"," Prestations : traiteur grec, traiteur italien, plateau repas bio, organisation de réceptions, boisson, vente à emporter, location de matériel de réception, location de vaisselle, personnel de réception, maître d'hôtel, cuisinier, traiteur libanais, traiteur à domicile, traiteur bio, repas d'affaire, repas d'anniversaire, repas sans gluten, repas sans sel, plateau repas", 01 44 53 04 53 ,http://www.pipalottesgourmandes.com,17
 LAC DE CHINE ," 97 av Ledru Rollin, 75011 PARIS", , 01 48 05 22 05 ,http://www.alachine.com/destination/guidedetail.aspx?guidearticleid=5,17
 Mon Plus Beau Jour ," 4 r Saint Florentin, 75001 PARIS", , 06 61 54 80 94 , ,17
 Paris Curry ," 6 r St Ambroise, 75011 PARIS"," Prestations : traiteur à domicile, repas d'anniversaire, organisation de réceptions, location de vaisselle", 06 51 46 60 30 ,http://www.pariscurry.fr,17
 Le Festin D'Eve ," 9 r Iris, 75013 PARIS", Prestations : plateau repas, 01 77 15 81 32 ,null http://www.lefestindeve.com http://lefestindeve.fr,17
 LES ANGES GOURMANDS ROASIO EURL ," 12 r Rochechouart, 75009 PARIS", , 01 48 78 28 83 ,http://www.facebook.com/LesAngesGourmands,17
 Petit Naka ," 7 r Fêtes, 75019 PARIS"," Prestations : traiteur japonais, organisation de réceptions", 01 42 40 66 63 ,null http://www.facebook.com/pg/petitnaka1/about/?ref=page_internal http://petitnaka.fr/,17
 Zumo ," Hôpital Européen Georges Pompidou 20 r Leblanc, 75015 PARIS", , 01 42 33 79 39 ,null http://www.facebook.com/zumofrance http://zumo-bars.com,17
 Kaiseki-Tenzo By Hissa ," 123 r St Honoré, 75001 PARIS", , 09 53 42 51 25 ,http://www.tenzobyhissa.com,17
 PEGAST LES CAIRNS ," 62 r Amsterdam, 75009 PARIS", Prestations : sandwicherie, 01 48 74 52 15 ,null http://fr-fr.facebook.com/lemeilleurestalinterieur http://www.pegast.fr,17
 Café Joyeux ," 144 av Champs Elysées, 75008 PARIS", , 01 45 20 88 33 ,null http://www.facebook.com/cafejoyeux http://www.cafejoyeux.com/,17
 Tima ," 139 Bis av Versailles, 75016 PARIS"," Paiement : CB, Visa, Mastercard, Titres restaurants", 01 42 55 09 76 ,http://www.facebook.com/pages/TIMA-Restaurant-Libanais/143695902429952,17
 Sauro Gabriel ," 2 pass Kracher, 75018 PARIS", , 01 47 64 01 30 , ,17
 ATRYUM DES SAVEURS RAINETEAU SARL ," 80 r Tocqueville, 75017 PARIS", , 01 47 05 20 74 ,null http://www.facebook.com/pages/Traiteur-Parisien-Atryum-des-saveurs/145488708834243 http://www.facebook.com/AtrYumcom http://atryum.com,17
 Davoli ," 34 r Cler, 75007 PARIS"," Prestations : livraison à domicile, traiteur italien, livraison de repas à domicile", 0 820 20 54 05 ,null http://www.facebook.com/davoli1913.paris http://www.davoli.fr,17
 Subway ," 7 r Michel Chasles, 75012 PARIS"," Prestations : sandwicherie, saladerie", 01 46 33 68 15 ,null http://www.facebook.com/pages/Subway-Gare-De-Lyon/212548805433112 http://www.facebook.com/pages/Subway/458214104326259 http://www.facebook.com/SubwayEnFrance,17
 CARDINAL SUSHI SARL ," 55 r Card Lemoine, 75005 PARIS", , , ,17
 Seguin ," 17 r Ville l'Evêque, 75008 PARIS", , 01 82 28 94 20 ,http://www.facebook.com/seguingourmet,18
 FOODCHERI ," 110 av République, 75011 PARIS"," Prestations : livraison de repas bio, repas d'affaire, plateau repas, plateau repas bio, boisson, vente à emporter, livraison de repas à domicile, cuisinier, repas végétarien, repas Végan", 01 43 38 74 92 ,null http://www.facebook.com/foodcheri http://www.foodcheri.com,18
 SAKURA ," 46 r Roquette, 75011 PARIS", , 01 45 43 53 81 ,null http://www.facebook.com/pages/Sakura/148916371812742 http://www.facebook.com/pages/Sakura/490300331360786 http://www.facebook.com/Restaurant-SAKURA-232481090102664,18
 Restaurant Valentino ," 64 r Didot, 75014 PARIS", , 01 45 54 48 60 , ,18
 TWENTY6 ," 12 r Castellane, 75008 PARIS"," Paiement : CB, Visa, Mastercard, Titres restaurants", 01 44 39 93 81 ,null http://www.facebook.com/bagelstein http://www.bagelstein.com,18
 Kaiseki.com ," 7 r André Lefebvre, 75015 PARIS", , 01 42 19 05 74 , ,18
 Sasu Nhim ," 21 r Daguerre, 75014 PARIS", , 01 43 64 65 61 , ,18
 Subway ," 39 bd Pasteur, 75015 PARIS"," Prestations : sandwicherie, saladerie", 07 68 63 04 24 ,null http://www.facebook.com/Subway-Pasteur-1657806877861023 http://www.facebook.com/subway http://www.subway.com/fr-fr,18
 A Casa Di Nonna ," 68 r Belleville, 75020 PARIS", , 01 47 00 55 25 ,null http://www.facebook.com/acasadinonnaparigi http://www.acasadinonna.net,18
 MAISON MEYER ," Porte 26 bât 5 17 r Javelot, 75013 PARIS", , 09 88 05 33 37 , ,18
 Nouilles Dou Wei ," 2 r Folie Méricourt, 75011 PARIS", , 07 70 48 48 85 , ,18
 Mlle A Marrakech ," 20 r Terrasse, 75017 PARIS", , 01 46 27 58 15 ,null http://www.facebook.com/mlleamarrakech.fr/ http://www.mlleamarrakech.fr/,18
 MOMO Paris ," 17 r Val de Grâce, 75005 PARIS", , 09 63 59 66 62 , ,18
 Chenut Agnès ," 220 Bis r Marcadet, 75018 PARIS", , 06 68 50 97 54 , ,18
 JEMAB DECO & TOIT ," 31 av Ségur, 75007 PARIS", , 01 43 22 91 63 , ,18
 BASILICO ," 96 Bis r Lemercier, 75017 PARIS"," Prestations : livraison de repas bio, traiteur italien, traiteur halal, traiteur casher, traiteur bio, repas d'affaire, repas d'anniversaire, plateau repas, plateau repas bio, organisation de réceptions, boisson, livraison de repas à domicile, livraison à domicile", 01 43 07 47 85 , ,18
 Chez Farhat ," 8 r Raymond Losserand, 75014 PARIS"," Prestations : repas d'affaire, repas d'anniversaire, organisation de réceptions, repas végétarien, traiteur halal, boisson, vente à emporter, cuisine libanaise, repas d'entreprises, repas de famille, repas de fêtes, traiteur pour baptême, traiteur pour mariage, traiteur oriental, accès handicapé, fait maison", 06 74 82 55 41 ,null http://www.facebook.com/ChezFarhat http://www.chezfarhat.com/,18
 Exki France ," 22 av Pierre Mendès France, 75013 PARIS"," Prestations :  saladerie, sandwicherie", 01 77 32 71 10 ,null http://www.exki.fr/fr/node/21134 http://exki.com,18
 Bourgeois Caroline ," 37 bd Chapelle, 75010 PARIS", , ,null http://www.facebook.com/pages/Bourgeois-Caroline/209763509532146 http://www.carolinebourgeois.com,18
 Julhes Paris ," 28 r Fbg Poissonnière, 75010 PARIS", , ,http://www.julhesparis.fr,18
 Kienast Vincent ," 25 r Pérignon, 75015 PARIS", , 07 85 30 20 57 , ,19
 Royal Traiteur ," 42 r Montagne Ste Geneviève, 75005 PARIS", , 01 43 29 63 10 , ,19
 Restaurant Baladi ," 105 r Meaux, 75019 PARIS", , 01 42 41 84 32 ,null http://www.facebook.com/pages/Baladi/256986988097082 http://www.lafourchette.com/restaurant/baladi/345813,19
 Café Joyeux ," 23 r St Augustin, 75002 PARIS"," Prestations : saladerie, tarterie", 01 42 21 02 78 ,http://www.facebook.com/cafejoyeux,19
 Bagelstein DVF ," 2 r Verrerie, 75004 PARIS", , 01 42 71 06 66 ,null http://www.facebook.com/BagelsteinVerrerie http://www.facebook.com/bagelstein http://www.bagelstein.com,19
 S T A L ," 59 av Mozart, 75016 PARIS", , 01 72 38 02 05 ,null http://www.facebook.com/pages/S-T-A-l/1836808169901861 http://www.facebook.com/59avenueMozart,19
 Morin Sébastien ," 25 r La Condamine, 75017 PARIS", , 09 54 99 39 78 , ,19
 Noa Salad and More ," 110 bd Sébastopol, 75003 PARIS", , 09 83 01 40 09 ,null http://www.facebook.com/NoaSaladAndMore http://noasaladandmore.fr/,19
 Les Jardins Du Belvédère ," 111 av Villiers, 75017 PARIS", , 01 42 27 16 91 ,http://www.facebook.com/pages/Jardin-Du-Belvedere/252130578198357,19
 Mexi And Co ," 31 r St Jacques, 75005 PARIS", , 01 43 54 41 56 ,null http://www.facebook.com/pages/el-sol-la-luna/156291994391423 http://el-sol-y-la-luna.zenchef.com,19
 L'oisivethé ," 1 r Jean Marie Jégo, 75013 PARIS"," Prestations : service continu, fast food", 01 53 80 31 33 ,null http://www.facebook.com/LOisiveThe/ http://www.loisivethe.com http://loisivethejagerog.site-solocal.com,19
 McDonald's Paris Forum des Halles Cinéma ," Forum des Halles 35 r Boucle, 75001 PARIS", , 01 42 21 11 27 , ,19
 Champagne Organisation ," 83 r Jean de la Fontaine, 75016 PARIS"," Prestations : Traiteur à domicile, Repas d'affaires, Repas d'anniversaire, Repas sans gluten, Organisation de réceptions, Boissons, Location de salle, Personnel de service, Maître d'hôtel", 01 53 92 80 80 , ,19
 MG Traiteur Amsterdam ," 35 r Amsterdam, 75008 PARIS", , 01 53 16 25 95 , ,19
 Cojean ," 6 Rue De Choiseul 19 r Quatre Septembre, 75002 PARIS", Prestations : sandwicherie, 01 42 33 48 55 ,null http://www.facebook.com/cojeanrestaurants http://www.cojean.fr,19
 Pavillon Royal ," Carrefour Du Bout Des Lacs 1 rte Muette à Neuilly, 75016 PARIS", , 01 58 01 11 11 ,null http://www.facebook.com/pavillon.royal http://www.pavillon-royal.paris,19
 TRUSTY PARIS 9 ," 27 r Godot de Mauroy, 75009 PARIS", , 01 42 65 24 93 ,http://www.trusty-hotdog.fr/detail/restaurant-halal/paris-9/restaurant-hot-dog-paris-9,19
 Bagelstein ," 44 av Bosquet, 75007 PARIS", , 01 44 18 91 95 ,null http://www.facebook.com/BagelsteinBosquet http://www.facebook.com/bagelstein http://www.bagelstein.com,19
 Marino Pietro Pizza ," 81 r Lecourbe, 75015 PARIS", , 01 53 86 86 33 ,null http://www.facebook.com/pages/Pietro/105006039887491 http://www.restaurantspietro.com,19
 La Table Amicale ," 28 pass Bureau, 75011 PARIS", , 06 64 69 10 18 , ,19
 Pegast ," 48 av Marceau, 75008 PARIS", Prestations : sandwicherie, 01 47 20 56 47 ,null http://fr-fr.facebook.com/lemeilleurestalinterieur http://www.pegast.fr,20
 Planet Sushi ," 35 bd Voltaire, 75011 PARIS", , 01 48 07 70 70 ,null http://www.facebook.com/PlanetSushi http://www.facebook.com/PlanetVoltaire http://www.planetsushi.fr,20
 Bonnet Antonin ," 22 r Assas, 75006 PARIS", , 09 80 72 68 94 , ,20
 Gourmet Gourmand ," 12 r Parrot, 75012 PARIS", Prestations : vente à emporter, 01 46 28 13 50 ,null http://www.facebook.com/Gourmet-Gourmand-169257333098515 http://www.facebook.com/pages/Gourmet-Gourmand/169257333098515,20
 Tang Frères Avenue d'Ivry ," 48 av Ivry, 75013 PARIS", , 01 45 70 80 00 ,null http://www.facebook.com/tangofficiel http://www.tang-freres.fr/supermarche-asiatique/tang-gourmet-avenue-ivry-paris-13 http://www.tang-freres.fr,20
 Dragon d'Or ," 10 av Jean Jaurès, 75019 PARIS", , 01 42 06 44 18 , ,20
  Traiteur Evenementiel et Restaurant Origin ," 1 r Bourdaloue, 75009 PARIS", Prestations : cuisine gastronomique, 01 48 74 31 88 ,null http://web.facebook.com/ORIGINtraiteur http://www.traiteur-origin.com,20
 Pizzeria D'Auteuil ," 81 r Jean de la Fontaine, 75016 PARIS"," Paiement : CB, Visa, Mastercard", 01 42 88 00 86 ,http://www.facebook.com/pizzeriadauteuil,20
 Alléosse ," 20 r Clairaut, 75017 PARIS", , 01 42 29 39 36 ,http://www.alleosse.com,20
 D.S Café Traiteur et livraisons ," 25 av Niel, 75017 PARIS"," Prestations : traiteur casher, traiteur à domicile, repas d'anniversaire, plateau repas, organisation de réceptions, boisson, vente à emporter, livraison de repas à domicile, livraison à domicile, vente en ligne", 01 42 27 28 50 ,null http://www.facebook.com/pages/DS-Caf%C3%A9-DS-Traiteur-Glacier/155966204435056 http://www.facebook.com/dscafeparis http://www.dscafe.fr,20
 Prosper et Fortunée  ," 50 r Broca, 75005 PARIS", , 01 43 37 70 39 ,http://www.facebook.com/prosperfortunee,20
